S.No.,Institute Code,Institute Name,Place,District,Region,Minority,Inst.Type,University Name,Address,Type of College,Year of EST
639,19401,SRI VENKATESWARA DEGREE COLLEGE  KOTTURU,KOTHURU,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"SC/97, MAHASINGHI,PALAKONDA ROAD,KOTTURU,KOTTURU,KOTHURU,Srikakulam,532455",Private Un-Aided,1994
640,19403,SRI VENKATESWARA DEGREE COLLEGE ATMAKUR,ATMAKUR,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"GAREEB NAGAR ATMAKUR (POST MANDAL)KURNOOL (DIST),ATMAKUR,ATMAKUR,Kurnool,518422",Private Un-Aided,2005
641,19404,SRI VENKATESWARA DEGREE COLLEGE BANAGANAPALLY,BANAGANAPALLE,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,1-67-26,Private Un-Aided,2005
642,19405,SRI VENKATESWARA DEGREE COLLEGE GUNTUR,GUNTUR,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,D.NO.5-50-17.,Private Un-Aided,2001
643,19407,SRI VENKATESWARA DEGREE COLLEGE KOLLIPARA,KOLLIPARA,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,16-35,Private Un-Aided,2002
644,19408,SRI VENKATESWARA DEGREE COLLEGE MACHILIPATNAM,Machilipatnam (Urban),KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"D.No 22/6-1,Machilipatnam (Urban),Machilipatnam (Urban),Krishna,521001",Private Un-Aided,2005
645,19463,SRI VIDYA DEGREE COLLEGE  CHINTALAPUDI,CHINTALAPUDI,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Fire Station Center, T Narsapuram road, chintalapudi",Private Un-Aided,2001
646,19466,ADITYA DEGREE COLLEGE GUDIVADA,GUDIVADA,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"10/21,GUDIVADA,GUDIVADA,Krishna,521301",Private Un-Aided,1997
647,19468,SRI VIDYA DEGREE COLLEGE NARSIPATNAM,NARSIPATNAM,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"20-24,Balighattam,NARSIPATNAM,Visakhapatnam,531116",Private Un-Aided,2005
648,19469,SRI VIDYA DEGREE COLLEGE PUTTUR,PUTTUR,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"GOVINDAPALEM BY PASS ROAD,PUTTURU,PUTTUR,Chittoor,517583",Private Un-Aided,2008
649,19493,"Sri Vidyalaya Degree College, Gudur",GUDUR,TIRUPATI,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"Near Court CenterRice mill LineRapur Road,Gudur (Urban),Gudur (Urban),Nellore,524101",Private Un-Aided,2003
650,19519,SRI VIJAYADURGA DEGREE COLELGE  KURNOOL,KURNOOL,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"87/506-1, PREM NAGAR, NANDYAL ROAD, KURNOOL-518002",Private Un-Aided,1993
651,19549,SRI VISWAJYOTHI DEGREE COLLEGE  TEKKALI 061,TEKKALI,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"door no. 7-1-1, Telugu brhamina street, tekkakli, srikakulam dist ap,TEKKALI,TEKKALI,Srikakulam,532201",Private Un-Aided,2005
652,19559,SRI VIVEKANANDA DEGREE AND PG COLLEGE,KADIRI,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"5/145/67/behind sivalayam temple,gayathri nagar,kadiri,KADIRI (RURAL),KADIRI,Anantapur,515591",Private Un-Aided,2003
653,19560,SRI VIVEKANANDA DEGREE COLLEGE  S KOTA,SRUNGAVARAPUKOTA,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"visakharoad skota,SRUNGAVARAPUKOTA,SRUNGAVARAPUKOTA,Vizianagaram,535145",Private Un-Aided,1999
654,19561,SRI VIVEKANANDA DEGREE COLLEGE  DHARMAVARAM,DHARMAVARAM,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"Regatipalli Road,Dharmavaram - 515671,DHARMAVARAM,DHARMAVARAM,Anantapur,515671",Private Un-Aided,2005
655,19563,SRI VIVEKANANDA DEGREE COLLEGE  PODILI,PODILI,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"11/2-3(13), VISVANADAPURAM,PODILI,PODILI,PODILI,Prakasam,523240",Private Un-Aided,2005
656,19564,SRI VIVEKANANDA DEGREE COLLEGE KODUMUR,KODUMUR,KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"K.E.RAMBABU COMPLEX,Near H.P.Gas KODUMUR.",Private Un-Aided,2008
657,19565,SRI VIVEKANANDA DEGREE COLLEGE MADANAPALLE,MANDANPALLE,ANNAMAYYA,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"3-145-9-2-5c SriSairaghavendranagar, Madanapalli.,BANDAMEEDA KAMMAPALLE ,MANDANPALLE,Chittoor,517325",Private Un-Aided,2005
658,19589,SRI YN DEGREE  COLLEGE (AUTONOMOUS) NARASAPUR 362,Narasapur (Urban),WEST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"SUKRAVARAPU STREET,8TH WARD NARSAPUR,W.G.Dt.",Private Aided,1949
659,19599,SRIJI DEGREE COLLEGE MADDIRALAPADU,Prakasam,PRAKASAM,SVU,NO,COED,Andhra Kesari University,beside ongole south bypass road,Private Un-Aided,1997
660,19601,SRI KALAHASTISWARA INSTITUTE OF INFORMATION AND MANAGEMENT SCIENCES  (SKIIMS),SRIKALAHASTI,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"TIRUPATI ROAD, KAPUGUNNERI(V), SRIKALAHASTI(M), TIRUPATI DIST",Private Un-Aided,2007
661,19613,SRINIVASA DEGREE (PG) COLLEGE,Dharmavaram (Urban),SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"25/528-6,7,8, Parthasarathi Nagar , Revenue Ward No- 25 , Dharmavaram -515671,Dharmavaram (Urban),Dharmavaram (Urban),Anantapur,515671",Private Un-Aided,2005
662,19618,SRINIVASA INST  OF MANAGEMENT STUDIES(SIMS)  PM PALEM,VISAKHAPATNAM,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"DR. NO 1-10/1, NEAR LAW COLLEGE BUS STOP, P.M. PALEM, VISAKHAPATNAM.",Private Un-Aided,1999
663,19660,SRK INSTITUTE OF TECHNOLOGY,VIJAYAWADA,NTR,AU,NO,COED,JNTUK,"ENIKEPADU, VIJAYAWADA",Private Un-Aided,2007
664,19680,SRI RACHAPUDY NAGABHUSHANAM DEGREE AND PG COLLEGE BADVEL,GOPAVARAM,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"NELLORE ROAD, BADVEL-516 227, KADAPA DISTICT,Badvel( Urban ),Badvel( Urban ),Kadapa,516227",Private Un-Aided,1997
665,19687,"S.R.R & C.V.R Government Degree College (Autonomous), Vijayawada",Vijayawada,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"ELURU ROAD,MACHAVARAM.",Government,1937
666,19691,SRR DEGREE COLLEGE PEDDAPURAM,PEDDAPURAM,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"PADMANABHA COLONY PEDDAPURAM,Peddapuram (Urban),Peddapuram (Urban),East Godavari,533437",Private Un-Aided,2001
667,19718,SRVBSJB MAHARANI DEGREE COLLEGE  PEDDAPURAM,Peddapuram (Urban),KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Samalkota Road,Peddapuram",Private Aided,1967
668,19726,S.S .MAHITHA DEGREE COLLEGE GANGURU,PENAMALURU,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,OPP.SITARAMA GARDENS,Private Un-Aided,2006
669,19731,SSBN DEGREE COLLEGE  ANANTAPUR,Anantapur (Urban),ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"OPP Z.P.OFFICE HOSPITAL ROAD ANANTAPUR.,Anantapur (Urban),Anantapur (Urban),Anantapur,515001",Private Aided,1981
670,19735,SSGS DEGREE COLLEGE  GUNTAKAL,Guntakal (Urban),ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"KASAPURAM ROAD, GUNTAKAL.ANANTAPUR(DIST.,Guntakal (Urban),Guntakal (Urban),Anantapur,515801",Private Aided,1984
671,19743,SSN DEGREE COLLEGE ONGOLE,SANTHANUTHLAPADU,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"KURNOOL ROAD,ENDLURU,SANTHANUTHLAPADU,Prakasam,523225",Private Un-Aided,1994
672,19744,SSN DEGREE COLLEGE VATSAVAI,VATSAVI,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"MAIN ROAD,VATSAVAI,VATSAVI,Krishna,521402",Private Un-Aided,2008
673,19757,ssr degree and pg college  srikakulam,SRIKAKULAM,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"NEAR RTC COMPLEX, BEHIND DIST JUDGE COURT, SRIKAKULAM,BALAGA (RURAL),SRIKAKULAM,Srikakulam,532001",Private Un-Aided,1998
674,19763,SRI SAI SRINIVASA (SSS) DEGREE COLLEGE KOTARUBILLI GANTYADA,GANTYADA,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"KOTARUBILLI JUNCTIONGANTYADA, VIZIANAGARAM DIST.,GANTYADA,GANTYADA,Vizianagaram,535215",Private Un-Aided,2005
675,19764,"Sri Sathya Sai Government Degree College, Bukkapatnam",Bukkapatnam,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"Near RTC, Bustand Bukkapatnam,Anantapur-(Dist)",Government,1984
676,19766,SSS MAHILA DEGREE COLLEGE  RAYACHOTY,RAYACHOTI,ANNAMAYYA,SVU,NO,Women,YOGI VEMANA UNIVERSITY,"KOTHAPETA,,Rayachoti( Urban ),Rayachoti( Urban ),Kadapa,516269",Private Un-Aided,2005
677,19768,SSSS DEGREE COLLEGE  SABBAVARAM,SABBAVARAM,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"11-167,Sabbavaram,SABBAVARAM,Visakhapatnam,531035",Private Un-Aided,2005
678,19769,Sri Shiridi Sai Srinivasa(S S S S) Degree College VIZIANAGARAM,Vizianagaram (Urban),VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,THOTAPALEM,Private Un-Aided,2001
679,19792,ST  JOSEPH DEGREE COLLEGE SUNKESULA ROAD KURNOOL COLLEGE CODE 011,Kurnool (Urban),KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"44-19-2, SUNKESULA ROAD",Private Un-Aided,1994
680,19841,ST ANNS COLLEGE FOR WOMEN GORANTLA  GUNTUR,GUNTUR,GUNTUR,AU,MINORITY,Women,ACHARYA NAGARJUNA UNIVERSITY,"GORANTLA,GUNTUR (U),GUNTUR,Guntur,522034",Private Un-Aided,1997
681,19860,ST ANNS WOMENS DEGREE COLLEGE MALKAPURAM VSP,VISAKHAPATNAM(U),VISAKHAPATNAM,AU,MINORITY,Women,ANDHRA UNIVERSITY,"62-2-104, MALKAPURAM, INDUSTRIAL COLONY, VISAKHAPATNAM -11,Malkapuram,VISAKHAPATNAM(U),Visakhapatnam,530011",Private Un-Aided,1991
682,19879,ST. IGNATIUS DEGREE AND PG COLLEGE GURAZALA,GURAZALA,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"Guntur Road,Gangavaram(Village)Gurazala(PM),GANGAVARAM,GURAZALA,Guntur,522415",Private Un-Aided,1994
683,19961,ST MARYS  NH  DEGREE COLLEGE  GOWRIPATNAM,DEVARAPALLE,EAST GODAVARI,AU,NO,Women,ADIKAVI NANNAYA UNIVERSITY,Not Found,Private Un-Aided,1999
684,19965,ST.MARYS WOMENS ENGINEERING COLLEGE,GUNTUR,GUNTUR,AU,MINORITY,Women,JNTUK,BUDAMPADU V,Private Un-Aided,2008
685,20000,ST PAULS DEGREE COLLEGE RAJAHMUNDRY,Rajahmundry (Urban),EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"55-3-2/1,Rajahmundry (Urban),Rajahmundry (Urban),East Godavari,533105",Private Un-Aided,1997
686,20023,ST VINCENT  DE PAUL  DEGREE COLLEGE  PINAKADIMI               331,PEDAVEGI,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"DUGGIRALA, PINAKADIMI,PINAKADIMI,PEDAVEGI,West Godavari,534003",Private Un-Aided,1997
687,20029,ADARSH DEGREE COLLEGE,PENDURTHI,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"1-163,Chinamushidivada,PENDURTHI,Visakhapatnam,530051",Private Un-Aided,1998
688,20045,STBC COLLEGE KURNOOL016,KURNOOL,KURNOOL,SVU,MINORITY,COED,RAYALASEEMA UNIVERSITY,"RAILWAY STATION ROAD,40/578,KURNOOL",Private Aided,1971
689,20049,"S.T.S.N Government Degree College, Kadiri",Kadiri,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"SYDAPURAM,KADIRI",Government,1975
690,20060,SUGUNA DEGREE COLLEGE KALIDINDI,KALIDINDI,ELURU,AU,NO,COED,KRISHNA UNIVERSITY,"NEAR OLD POLICE STATION4-81/1, KALIDINDI,KALIDINDI,KALIDINDI,Krishna,521344",Private Un-Aided,2007
691,20078,SUN DEGREE  COLLEGE SRIKAKULAM,SRIKAKULAM,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"0,BALAGA (RURAL),SRIKAKULAM,Srikakulam,532001",Private Un-Aided,2003
692,20093,SURYA DEGREE COLLEGE  (340) JANGAREDDIGUDEM,JANGAREDDIGUDEM,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"BEHIND RTC COMPLEXD.NO.9-2-172,Jangareddigudem",Private Un-Aided,2002
693,20107,SURYARAYA DEGREE COLLEGE  PITHAPURAM,PITHAPURAM,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"5-1-75,PITHAPURAM,PITHAPURAM,East Godavari,533450",Private Un-Aided,1992
694,20121,S V Arts Science College,GUDUR,TIRUPATI,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"S.V NAGAR, WEST GUDUR,WEST GUDUR (R),GUDUR,Nellore,524102",Private Un-Aided,1999
695,20123,SV DEGREE AND PG COLLEGE  ANANTAPURAMU,Anantapur (Urban),ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"D.No 12-3-415,Anantapur (Urban),Anantapur (Urban),Anantapur,515001",Private Un-Aided,1999
696,20124,SRI VENKATESWARA DEGREE COLLEGE  YADIKI,YADIKI,ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"15/588 Gooty Road Yadiki,Anantapur (Dt) A.P,YADIKI,YADIKI,Anantapur,515408",Private Un-Aided,1995
697,20125,SREE VENKATESWARA  DEGREE COLLEGE  ATMAKUR,ATMAKUR,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"Sri Venkateswara Degree College, Near APSRTC Depot, Atmakur, SPSR Nellore Dist,ATMAKUR,ATMAKUR,Nellore,524322",Private Un-Aided,1998
698,20126,SRI VENKATESWARA DEGREE COLLEGE  THERLAM  COLLEGE CODE 323,THERLAM,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,5-42 MAIN ROAD,Private Un-Aided,2005
699,20129,SV ARTS  COMMERCE AND SCIENCE COLLEGE CHAGALAMARRI,CHAGALAMARRI,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"11/99, Peddamakanam Street",Private Un-Aided,1981
700,20130,SV ARTS AND SCIENCE COLLEGE GIDDALURU,GIDDALURU,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"Badvel RoadNear Gandhi Bomma Centre, Giddalur",Private Aided,1973
701,20131,SV ARTS AND SCIENCE DEGREE COLLEGE CHITTOOR,CHITTOOR,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"2-290/1A, POST OFFICE STREET, KONGAREDDIPALLE, CHITTOOR,CHITTOOR,CHITTOOR,Chittoor,517001",Private Un-Aided,1994
702,20132,S.V. ARTS COLLEGE TTD (AUTONOMOUS) TIRUPATHI,TIRUPATI (U),TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"CHANDRAGIRI ROAD, PRAKASAM ROAD,BALAJI COLONY, TIRUPATI,TIRUPATHI,TIRUPATI (U),Chittoor,517502",Private Un-Aided,1945
703,20136,"S.V. COLLEGE OF COMMERCE , TIRUPATI",TIRUPATI (U),TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"569, BALAJI COLONY, TIRUPATI.",Private Un-Aided,2003
704,20147,SV DEGREE COLLEGE  KADAPA,CUDDAPAH,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"45-150-15,CHEMMUMIAPET (U),CUDDAPAH,Kadapa,516003",Private Un-Aided,1981
705,20149,"Sri Venkateswara Degree PG College, Nellore",NELLORE,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"CAM HIGH SCHOOL ROAD NELLORE,NELLORE-II (U),NELLORE,Nellore,524003",Private Un-Aided,1994
706,20151,Sri Venkateswara DEGREE COLLEGE KOTHAPALLIMITTA,SRIRANGARAJAPURAM,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"KOTHAPALLI MITTA, S.R. PURAM MANDALAM, CHITTOOR,SREERANGARAJAPURAM,SRIRANGARAJAPURAM,Chittoor,517167",Private Un-Aided,2008
707,20185,"S.V.ORIENTAL.COLLEGE, TTD.",TIRUPATI (U),TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"K.T.Road, Bhavani Nagar,Tirupati,TIRUPATHI,TIRUPATI (U),Chittoor,517502",Private Un-Aided,1884
708,20197,"SVA Government Degree College for Men, Srikalahasti",Srikalahasti,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"PITCHATOOR ROAD, SRIKALAHASTI",Government,1966
709,20199,"S.V.B Government Degree College, Koilakuntla",Koilakuntla,NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"BANAGANAPALLI ROAD, koilkuntla",Government,1981
710,20204,SVBS DEGREE COLLEGE KOMAROLU,KOMAROLU,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"Main Road, Komarole.,KOMAROLU,KOMAROLU,Prakasam,523373",Private Un-Aided,2006
711,20209,"Sri Venkateswara Government Degree College, Parvathipuram",Parvathipuram,PARVATHIPURAM MANYAM,AU,NO,COED,ANDHRA UNIVERSITY,"Palakonda Road, Kothavalasa",Government,1975
712,20210,"Smt. Velagapudi Durgamba Government. Degree College for Women, Nidadavole",Nidadavole,EAST GODAVARI,AU,NO,Women,ADIKAVI NANNAYA UNIVERSITY,"Ramnagar,D.NO:3-9-2/1",Government,1983
713,20225,SVJ DEGREE COLLEGE KAVITI,KAVITI,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"4-46, KAVITI,KAVITI,KAVITI,Srikakulam,532322",Private Un-Aided,2005
714,20228,S.V.KISHORE CHANDRA DEO DEGREE COLLEGE  KURUPAM,KURUPAM,PARVATHIPURAM MANYAM,AU,NO,COED,ANDHRA UNIVERSITY,"0-00,KURUPAM,KURUPAM,Vizianagaram,535524",Private Un-Aided,2007
715,20229,SVKP AND DRKS RAJU ARTS AND SCIENCE COLLEGE PENUGONDA,PENUGONDA,WEST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,23-36,Private Aided,1974
716,20231,SRI VASAVI KANYAKA PARAMESWARI ARTS SCIENCE COMMERCE COLLEGE MARKAPUR,MARKAPUR,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"SRISAILAM ROAD MARKAPUR,Markapur (Urban),Markapur (Urban),Prakasam,523316",Private Aided,1967
717,20232,SRI VASAVI KANYAKA PARAMESWARI DEGREE AND PG COLLEGE CUMBUM,CUMBUM,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"RAVIPADU ROAD, KANDULAPURAM CUMBUM,CUMBUM,CUMBUM,Prakasam,523333",Private Un-Aided,1994
718,20233,SVKP DEGREE COLLEGE PODILI,PODILI,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"DARSI ROAD, PODILI,PODILI,PODILI,Prakasam,523240",Private Un-Aided,1975
719,20234,Boggavarapu Guravaiah Degree College Velpur (V) Achampeta (Md) Palnadu (Dt),ACHAMPETA,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"GNANA SARSWATHI NAGARDNO546/A2,VELPURU,ACHAMPETA,Guntur,522410",Private Un-Aided,2006
720,20238,SVL KRANTHI DEGREE COLLEGE  AVANIGADDA,AVANIGADDA,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"3-303, 3RD WARD AVANIGADDA,AVANIGADDA,AVANIGADDA,Krishna,521121",Private Un-Aided,2005
721,20240,"SVLNS Government Degree College, Bheemunipatnam",Bheemunipatnam,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"DOOR NO.1,",Government,1992
722,20247,SRI VIVEKANANDA DEGREE COLLEGE  212,CHALLAPALLI,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"15-177,15-177/4,CHALLAPALLE,CHALLAPALLI,Krishna,521126",Private Un-Aided,1992
723,20259,"S V R Government Degree College, Nidadavole",Nidadavole,EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"pangidi road,nidadavole, w.g.dt.",Government,1972
724,20260,SVRM COLLEGE NAGARAM,NAGARAM,BAPATLA,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"Main Road, Nagaram,NAGARAM,NAGARAM,Guntur,522268",Private Aided,1969
725,20268,SVS DEGREE COLLEGE KIRLAMPUDI,KIRLAMPUDI,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Prathipadu road,Jagapatinagaram/363/2,Kirlampudi",Private Un-Aided,2007
726,20284,SVSS ARTS AND SCIENCE COLLEGE  ATTILLI,ATTILI,WEST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"2-3,ATTILI,ATTILI,West Godavari,534134",Private Un-Aided,22
727,20286,"Sri V.S.Sivalingam Chettiar Government Degree College (Autonomous), Sullurpet",Sullurpeta,TIRUPATI,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"Shar Road, K.R.Palem.",Government,1981
728,20296,Vikrama Simapuri University College,,Sri Potti Sriramulu Nellore,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"Pedd Pavani Road,Kavali mandal,sps-nellore-524201",University College,1975
729,20300,SVVP DEGREE AND PG COLLEGE  GOPALAPATNAM,VISAKHAPATNAM,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"R.R.V.Puram, Gopalapatnam, Visakhapatnam-530 029.",Private Un-Aided,1991
730,20301,SVVP VMC DEGREE COLLEGE(325),VISAKHAPATNAM(U),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"10,SEC-07,MVP COLONY,VISAKHAPATNAM-530017,MVP COLONY,VISAKHAPATNAM(U),Visakhapatnam,530017",Private Un-Aided,1980
731,20304,SVS DEGREE COLLEGE ADDAROAD THIMMAPURAM,S RAYAVARAM,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"S.NO.207/2 ,ADDUROAD-THIMMAPURAM,PEDAGUMMULURU,S RAYAVARAM,S RAYAVARAM,Visakhapatnam,531083",Private Un-Aided,2006
732,20305,SVVSD DEGREE COLLEGE  ANNAVARAM,SANKHAVARAM,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"MAIN ROAD,ANNAVARAM,SANKHAVARAM,East Godavari,533406",Private Un-Aided,1992
733,20333,SWAMY VIVEKANANDA  DEGREE   PG  COLLEGE,Kalyandurg (Urban),ANANTAPUR,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"D.NO: 3/88, MUDIGALLU ROAD,MAREMPALLI STREET, KALYANDURG.,Kalyandurg (Urban),Kalyandurg (Urban),Anantapur,515761",Private Un-Aided,2006
734,20351,Swarnandhra College of Engineering and Technology swrn a2,NARSAPURAM,WEST GODAVARI,AU,NO,COED,JNTUK,SEETHARAMPURAM,Private Un-Aided,2001
735,20382,SYSTEM DEGREE COLLEGE AMBEDHKAR CENTER PONDURU,PONDURU,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"224-1,PONDURU,PONDURU,Srikakulam,532168",Private Un-Aided,2005
736,20433,THAMMINAIDU DEGREE COLLEGE  PALAKONDA COLLEGE CODE937,PALAKONDA,PARVATHIPURAM MANYAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"MM NAGAR,PALAKONDA,PALAKONDA,Srikakulam,532440",Private Un-Aided,2003
737,20434,THAMMINAIDU VIDYA DEGREE COLLEGE  PONUGUTIVALASA,SANTHAKAVITI,VIZIANAGARAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"PONUGUTIVALASA,MARUTHI NAGER 3RD LINE SANTHAKAVITI MANDL, SRIKAKULAM DIST",Private Un-Aided,2005
738,20438,THE AMALAPURAM DEGREE COLLEGE AMALAPURAM,Amalapuram (Urban),KONASEEMA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,near redbriedge Amalapuram,Private Un-Aided,2002
739,20457,THE PEDANANDIPADU COLLEGE OF ARTS SCIENCE PEDANANDIPADU,PEDANANDIPADU,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,College Road10-80,Private Aided,1968
740,20486,TJPS COLLEGE GUNTUR,GUNTUR,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"Opp.Jute Mill, Ring Road, Pattabhipuram, Guntur 522006,GUNTUR (U),GUNTUR,Guntur,522006",Private Un-Aided,1971
741,20494,SRI TLN DEGREE COLLEGE  BADANGI 391(OLD) 514( NEW),BADANGI,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"Badangi Main RoadBadangi Village(MD),V.Z.M(DT)A.P,BADANGI,BADANGI,Vizianagaram,535578",Private Un-Aided,2006
742,20527,TRIVENI DEGRE COLLEGE  JANGAREDDIGUDEM,JANGAREDDIGUDEM,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"TRIVENI NAGAR, JANGAREDDIGUDEM",Private Un-Aided,1998
743,20540,TRIVENI MAHILA DEGREE COLLEGE  VIJAYAWADA  (114),Vijayawada (Urban),NTR,AU,NO,Women,KRISHNA UNIVERSITY,"D.No.68-2-8, N.S.M.Road, patamata, Vijayawada-10,Vijayawada (Urban),Vijayawada (Urban),Krishna,520010",Private Un-Aided,1993
744,20541,TRR AND S DEGREE COLLEGE PIDUGURALLA,PIDUGURALLA,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"Ramireddy, Piduguralla(Po)Guntur (Dt)-522413",Private Un-Aided,2003
