S.No.,Institute Code,Institute Name,Place,District,Region,Minority,Inst.Type,University Name,Address,Type of College,Year of EST
745,20548,"Tikkavarapu Rami Reddy Government Degree College (Autonomous), Kandukur",Kandukur,SRI POTTI SRIRAMULU NELLORE,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"T.R.R.Govt.Degree College,Kandukur,Prakasam district,Pin:523105",Government,1966
746,20551,SMT KOONAPAREDDY PRAMEELA RANI DEGREE KALASALA  PARCHUR,PARCHUR,BAPATLA,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"Opp. R.T.C. Busstand,Inkollu Road, PARCHURU - 523169,PARCHUR,PARCHUR,Prakasam,523169",Private Un-Aided,1997
747,20555,TSR AND TBK DEG COLLEGE  GAJUWAKA (100342),GAJUWAKA,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,27-1-235/1 Mango Grove Srinagar,Private Un-Aided,1994
748,20557,"Tiyyagura Sita Ramireddy Degree College, Piduguralla",PIDUGURALLA,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,MAIN ROAD PIDUGURALLA(po)(md)GUNTUR(dt),Private Un-Aided,2005
749,20570,UDAY DEGREE COLLEGE  JAMI,JAMI,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"Mangala veedhi,JAMI,JAMI,Vizianagaram,535250",Private Un-Aided,2005
750,20624,USHODAYA DEGREE COLLEGE  CHODAVARAM,CHODAVARAM,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"KOTTURU JUNCTION NEAR LAKSHAMMA TEMPLE, CHODAVARAM,Chodacvaram,CHODAVARAM,Visakhapatnam,531036",Private Un-Aided,2002
751,20676,VAGDEVI DEGREE COLLEGE  KOTHAVALASA,KOTHAVALASA,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,3-16 THUMMIKAPALLI,Private Un-Aided,2005
752,20704,VAMSADHARA DEGREE COLLEGE CHALLAVANIPETA      030,JALUMURU,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"challavanipeta junction,LINGALAVALASA,JALUMURU,Srikakulam,532432",Private Un-Aided,2002
753,20705,VAMSADHARA DEGREE COLLEGE KOTABOMMALI,KOTABOMMILI,SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"5-5-224,Main Road,Kotabommali,KOTABOMMILI,KOTABOMMILI,Srikakulam,532195",Private Un-Aided,2003
754,20753,VASAVI DEGREE COLLEGE NARASARAOPETA,Narasaraopet (Urban),PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,Not Found,Private Un-Aided,2003
755,20774,VASISTA DEGREE COLLEGE  KODUR,KODUR,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"R.K YADAV COMPLEX MG ROADRLY KODUR-516101KADAPA (Dist)A.P,KODUR,KODUR,Kadapa,516101",Private Un-Aided,2005
756,20813,VCR DEGREE COLLEGE,CHITTOOR,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"19-278, Red Cross Street Extn.Mittoor,Chittoor,CHITTOOR,CHITTOOR,Chittoor,517001",Private Un-Aided,1999
757,20826,SREE VEDAVYASA DEGREE COLLEGE PRODDATUR   045,Proddatur (Urban),YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"4/445-1,Proddatur (Urban),Proddatur (Urban),Kadapa,516360",Private Un-Aided,1994
758,20835,VELAKANNI INSTITUTE OF MANGAMENT STUDIES,"KANPUR BIT-1,VENKATACHALAM",Sri Potti Sriramulu Nellore,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"KANPUR BIT-1,VENKATACHALAM",Private Un-Aided,2002
759,20844,VEMU INSTITUTE OF TECHNOLOGY   P.KOTHAKOTA,CHITTOOR,CHITTOOR,SVU,NO,COED,JNTUA,P KOTHAKOTA POST,Private Un-Aided,2008
760,20848,VENKATA RAMA DEGREE COLLEGE NANDIGAMA,NANDIGAMA,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"Nandigama,NANDIGAMA (U)(P),NANDIGAMA,Krishna,521185",Private Un-Aided,2003
761,20902,VIDWAN DEGREE COLLEGE  BOBBILI,BOBBILI,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,7/49-9,Private Un-Aided,2001
762,20919,VIDYA SADHANA DEGREE COLLEGE  KADAPA,CHINTHA KOMMADINNE,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"5/208,CUDDAPAH (U),CUDDAPAH,Kadapa,516002",Private Un-Aided,2001
763,20938,VIDYADHARI DEGREE COLLEGE  SRIKAKULAM,Srikakulam (Urban),SRIKAKULAM,AU,NO,COED,DR BR AMBEDKAR UNIVERSITY,"GONTI STREET, NEAR SARASVATHI THEATER ,BESIDE P.L.N.RAJU EYE HOSPITAL SRIKAKULAM,Srikakulam (Urban),Srikakulam (Urban),Srikakulam,532001",Private Un-Aided,2003
764,20940,VIDYAKENDRAM DEGREE COLLEGE SATENAPALLI,SATTENAPALLE,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"RAGHURAM NAGAR,VIDYA BHAVAN MAIN ROAD,SATTENAPALLI(U),SATTENAPALLE,Guntur,522403",Private Un-Aided,2005
765,20951,"Vikram Degree College, Sullurpet",SULLURPETA,TIRUPATI,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"SRIHARIKOTA ROAD, SAI NAGAR,sULLIRPET.524 121,SULLURU (SULLURPETA)(U),SULLURPETA,Nellore,524121",Private Un-Aided,2005
766,20952,VIDYANJALI DEGREE COLLEGE KAIKALURU 227,KAIKALUR,ELURU,AU,NO,COED,KRISHNA UNIVERSITY,"D.No.:1-126,KOTHA PETA, OPP:BUS STATION LANE, KAIKALUR, KRISHNA DT., A.P.,KAIKALUR (U),KAIKALUR,Krishna,521333",Private Un-Aided,2002
767,20953,VIDYANJALI DEGREE COLLEGE MUDINEPALLI,MUDINEPALLI,ELURU,AU,NO,COED,KRISHNA UNIVERSITY,"D.No.4-103, Mudinepalli Village Mandal,MUDINEPALLI,MUDINEPALLI,Krishna,521325",Private Un-Aided,2005
768,20958,VIDYARATNA DRKGA GUPTHA DEGREE COLLEGE  AGALI,AGALI,SRI SATHYA SAI,SVU,NO,COED,SRI KRISHNADEVARAYA UNIVERSITY,"SIRA ROAD AGALI (M)ANANTAPUR (DIST),AGALI,AGALI,Anantapur,515311",Private Un-Aided,2005
769,20987,VIGNAN DEGREE AND PG COLLEGE GUNTUR,Guntur(C) (Urban),GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"vignan avenue, palakaluru road, GUNTUR,Guntur(C) (Urban),Guntur(C) (Urban),Guntur,522009",Private Un-Aided,1991
770,20989,VIGNAN DEGREE COLLEGE  PODALAKUR,PODLAKUR,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"H.No East 3/79Sy No. 192Puttagunta Street Podalakur,PODALAKUR,PODLAKUR,Nellore,524345",Private Un-Aided,2006
771,20990,VIGNAN DEGREE COLLEGE BANGARUPALEM,BANGARUPALEM,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"BANGARUPALEM,JAMBUVARIPALLE,BANGARUPALEM,Chittoor,517416",Private Un-Aided,2007
772,20991,VIGNAN DEGREE COLLEGE KAIKALURU,KAIKALUR,ELURU,AU,NO,COED,KRISHNA UNIVERSITY,"D.NO 6-153, ELURU ROAD KAIKALUR.,KAIKALUR (U),KAIKALUR,Krishna,521333",Private Un-Aided,2005
773,20993,VIGNAN DEGREE COLLEGE VISANNAPETA,VISSANNAPET,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"A.KONDUR ROAD,VISSANNAPETA,VISSANNAPET,VISSANNAPET,Krishna,521215",Private Un-Aided,1998
774,20996,VIGNAN INST  OF SCI AND ARTS  MANDAPETA,Mandapeta (Urban),KONASEEMA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"31-1-29,Mandapeta (Urban),Mandapeta (Urban),East Godavari,533308",Private Un-Aided,2005
775,21041,VIGNANA NILAYAM DEGREE  COLLEGE JANAMPETA 787,PEDAVEGI,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"Janampete, Rural",Private Un-Aided,1997
776,21043,VIGNANA SUDHA DEGREE AND PG COLLEGE  CHITTOOR,CHITTOOR,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"2-201/1, CMT ROAD, CHITTOOR- 517001,GANDLA PALLY,CHITTOOR,Chittoor,517001",Private Un-Aided,1997
777,21138,VIJAYAM SCIENCE AND ARTS DEGREE  AND PG COLLEGE CHITTOOR,CHITTOOR,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"20-49,CHITTOOR,CHITTOOR,Chittoor,517001",Private Un-Aided,2003
778,21164,VIJETHA DEGREE COLLEGE CHITTOOR,CHITTOOR,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"2-7/5, OFFICERS LANE, CHITTOOR.,CHITTOOR,CHITTOOR,Chittoor,517001",Private Un-Aided,2005
779,21193,VIKAS DEGREE COLLEGE  KAMBHAMPADU,A KONDURU,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"Kambhampadu,KAMBAMPADU,A KONDURU,Krishna,521227",Private Un-Aided,2006
780,21194,VIKAS DEGREE COLLEGE  SAMISRAGUDEM,NIDADAVOLE,EAST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"2-56/1,NIDADAVOLE (M/N),NIDADAVOLE,West Godavari,534302",Private Un-Aided,2005
781,21199,VIKAS DEGREE COLLEGE LOKUMUDIGARUVU,MANDAVALLI,ELURU,AU,NO,COED,KRISHNA UNIVERSITY,"D.No.2-132/2, Lokumudigaruvu,Mandavalli Mandal,LOKAMUDI,MANDAVALLI,Krishna,521333",Private Un-Aided,2005
782,21203,VIKAS DEGREE COLLEGE VISSANNAPETA,VISSANNAPET,NTR,AU,NO,COED,KRISHNA UNIVERSITY,"Tiruvuru Road,VISSANNAPET,VISSANNAPET,Krishna,521215",Private Un-Aided,1996
783,21256,"VIKRAMA SIMHAPURI UNIVERSITY COLLEGE, NELLORE",Kakutur,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"VENKATACHALAM, KAKUTUR, NELLORE DISTRIC",University College,2008
784,21282,"Visakha Government Degree College for Women (Autonomous), Visakhapatnam",Visakhapatnam,VISAKHAPATNAM,AU,NO,Women,ANDHRA UNIVERSITY,OLD JAIL ROAD,Government,1975
785,21286,VISAKHA INSTITUTE OF  ENGINEERING  TECHNOLOGY,VISAKHAPATNAM,VISAKHAPATNAM,AU,NO,COED,JNTUV,RS.NO.57,Private Un-Aided,2008
786,21287,Nadimpalli Satyanarayana Raju Institute of Technology (NSRT),VISAKHAPATNAM,VISAKHAPATNAM,AU,NO,COED,JNTUV,SONTYAM,Private Un-Aided,2008
787,21324,"Visvodaya Government Degree College, Venkatagiri",Venkatagiri,TIRUPATI,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"periyavaram area,Near NTR STADIUM,VENKATAGIRI",Government,1968
788,21326,VISWA BHARATHI DEGREE COLLEGE JAGGAIAHPETA,Jaggaiahpet (Urban),NTR,AU,NO,COED,KRISHNA UNIVERSITY,"JAGGAIAHPETAKRISHNA DIST.,Jaggaiahpet (Urban),Jaggaiahpet (Urban),Krishna,521175",Private Un-Aided,2002
789,21352,VISWAM DEGREE AND  PG COLLEGE  ANGALLU    MADANAPALLE,KURABALAKOTA,ANNAMAYYA,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"D.No.18-12, Thattivaripalli, Angallu, Kurabalakota Mandal, Chittoor Dist,ANGALLU,KURABALAKOTA,Chittoor,517325",Private Un-Aided,2001
790,21377,VIVEKA ARTS AND SCIENCE COLLEGE PAMURU,PAMUR,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"PAMUR, PAMUR, Prakasam District,523108",Private Un-Aided,2002
791,21381,VIVEKAVARDHINI BHASKAR DEGREE COLLEGE  CHINABOGILI  CODE NO 431,SEETHANAGARAM,PARVATHIPURAM MANYAM,AU,NO,COED,ANDHRA UNIVERSITY,"DOOR NO:8-5,CHINABHOGILA,SEETHANAGARAM,Vizianagaram,535546",Private Un-Aided,2005
792,21402,VIVEKANANDA DEGREE COLLEGE  NELLORE,Nellore (Urban),SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"4/352,Nellore (Urban),Nellore (Urban),Nellore,524002",Private Un-Aided,1996
793,21408,SRI HARSHINI DEGREE COLLEGE MARTUR,MARTUR,BAPATLA,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"NH-5, MARTUR (PO MD), MARTUR,MARTUR,Prakasam,523301",Private Un-Aided,2002
794,21460,VIVEKNANADA DEGREE COLLEGE NARSIPATNAM,NARSIPATNAM,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"Anakapalli road narsipatnam-531 116,Balighattam,NARSIPATNAM,Visakhapatnam,531116",Private Un-Aided,1999
795,21468,VJP and DLB DEGREE COLLEGE MANGALAGIRI,MANGALAGIRI,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,1-1506,Private Un-Aided,2005
796,21475,VEMULAPALLI  KODANDA RAMAIAH  COLLEGE   BUDDHAV ARAM,GANNAVARAM,KRISHNA,AU,NO,COED,KRISHNA UNIVERSITY,"KESARAPALLI,KESARAPALLE,GANNAVARAM,Krishna,521102",Private Aided,1969
797,21492,VRN College of Computer Science and Management Peruru,Tirupati,TIRUPATI,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,584/1 Go's Colony,Private Un-Aided,2008
798,21494,VRS and YRN College Chirala,CHIRALA,BAPATLA,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"Vadarevu Raod, Chirala,CHIRALA (RURAL),CHIRALA,Prakasam,523157",Private Un-Aided,1951
799,21497,VRS DEGREE COLLEGE  VNPALLI,VEERAPUNAYUNIPALLE,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"Near APG BankD.No:4-202,ANIMELA,VEERAPUNAYUNIPALLE,Kadapa,516321",Private Un-Aided,1980
800,21499,VSK  DEGREE   COLLEGE    BHIMAVARAM,Bhimavaram (Urban),WEST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"V.S.K.DEGREE COLLEGE, Dr.No.19-16-115/1, Dirusumarru Road, BHIMAVARAM-534 201.W.G.Dt.A.P,Bhimavaram (Urban),Bhimavaram (Urban),West Godavari,534201",Private Un-Aided,1990
801,21501,VSL DEGREE COLLEGE  KAKINADA   (048),KAKINADA (URBAN),KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"D.No 70-1-6/4,Upstairs ICICI Bank,Pithapuram Road,Sarpavaram Jn.,KAKINADA (URBAN),East Godavari,533005",Private Un-Aided,2005
802,21504,VSM DEGREE COLLEGE  RAMACHANDRAPURAM,RAMACHANDRAPURAM,KONASEEMA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"D.No.19-1-78 Main Road Ramachandrapuram,RAMACHNDRAPURAM(U) ,RAMACHANDRAPURAM,East Godavari,533255",Private Un-Aided,1966
803,21509,VSR AND AM DEGREE COLLEGE MARTUR,MARTUR,BAPATLA,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"Konidena Road. Martur,MARTUR,MARTUR,Prakasam,523301",Private Un-Aided,1992
804,21510,VSR and NVR Degree and PG College Tenali,TENALI,GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,29-01-2001,Private Un-Aided,1951
805,21511,VSR DEGREE COLLEGE  YELESWARAM,YELESWARAM,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"2-2-194/A,YELESWARAM,YELESWARAM,East Godavari,533429",Private Un-Aided,2006
806,21517,VTJM AND IVTR DEGREE COLLEGE MANGALAGIRI,Mangalagiri (Urban),GUNTUR,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,"Near Vegetable Market,Mangalagiri.Guntur District.Andhra Pradesh.,Mangalagiri (Urban),Mangalagiri (Urban),Guntur,522503",Private Aided,1977
807,21518,VVM DEGREE COLLEGE ONGOLE,ONGOLE,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"NORTH BYPASS ROAD,ONGOLE,ONGOLE,Prakasam,523002",Private Un-Aided,1972
808,21519,"V.V Giri Government Kalasala, Dumpagadapa",Dumpagadapa,WEST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"D.No.5-9, T.R.Colony, Dumpagadapa, W.G.Dt.,",Government,1974
809,21524,VVRKANAKA MAHALAKSHMI  DEGREE COLLEGE  VISAKHAPATNAM,VISAKHAPATNAM(U),VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,"#44-1-13/1,Kailassapuram road, Thatichetlapalem Visakhapatnam - 24,Visakhapatnam,VISAKHAPATNAM(U),Visakhapatnam,530024",Private Un-Aided,1991
810,21526,VVS  DEGREE COLLEGE   U KOTHAPALLI,KOTHAPALLI,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"67/3.MAIN ROAD U.KOTHAPALLI,KOTHAPALLE,KOTHAPALLI,East Godavari,533447",Private Un-Aided,2005
811,21534,VYSHNAVI DEGREE COLLEGE YEMMIGANUR,Yemmiganur (Urban),KURNOOL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"1/2096, WEAVERS COLONYYEMMIGANUR.",Private Un-Aided,2005
812,21548,WESTIN COLLEGE OF HOTEL MANAGEMENT VIJAYAWADA,Vijayawada (Urban),NTR,AU,NO,COED,KRISHNA UNIVERSITY,"IVth Floor, G.V.R.Towers, Bharathi nagar, Vijayawada,Vijayawada (Urban),Vijayawada (Urban),Krishna,520008",Private Un-Aided,1999
813,21564,"YA Government Degree College for Women, Chirala",Chirala,BAPATLA,AU,NO,Women,ANDHRA KESARI UNIVERSITY,"Muncipal Office road, CHIRALA",Government,1966
814,21569,YALAMARTHY INSTITUTE OF COMPUTER SCIENCES,Visakhapatnam.,VISAKHAPATNAM,AU,NO,COED,ANDHRA UNIVERSITY,Yalamartynagar,Private Un-Aided,2004
815,21587,YOGI VEMANA UNIVERSITY COLLEGE KADAPA,CUDDAPAH,YSR,SVU,NO,COED,YOGI VEMANA UNIVERSITY,Not Found,University College,2006
816,21596,YRL COLLEGE OF ARTS SCIENCE TECHNOLOGY,SAMALKOTA,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"YRL COLLEGE OF ARTS,SCIENCE TECH,PITHAPURAM ROAD,SAMALKOT",Private Un-Aided,2007
817,21599,SRI VASAVI DEGREE COLLEGE   TADEPALLIGUDEM,Tadepalligudem (Urban),WEST GODAVARI,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"14-28-51,Tadepalligudem (Urban),Tadepalligudem (Urban),West Godavari,534101",Private Un-Aided,2002
818,21603,Sri Y.V.N.R Degree and P.G College,RAYACHOTI,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"51/120-24,Y.V STREET,RAYACHOTI,RAYACHOTI,Kadapa,516269",Private Un-Aided,2002
819,22047,SRI SAI PRASHANTHI DEGREE COLLEGE KUNAVARAM,KUNAVARAM,ALLURI SITHARAMA RAJU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"KUNAVARAM,KUNAVARAM,KUNAVARAM,East Godavari,533350",Private Un-Aided,2009
820,22089,V S LAKSHMI WOMENS DEGREE  PG COLLEGE KAKINADA,KAKINADA (URBAN),KAKINADA,AU,NO,Women,ADIKAVI NANNAYA UNIVERSITY,"70-18-1/1 VIDYAVAN CAMPUS KAKINADA,Nagamalli Thota Jn,KAKINADA (URBAN),East Godavari,533005",Private Un-Aided,1993
821,22142,SRI VENKATESWARA DEGREE COLLEGE CHILLAKUR,CHILLAKUR,TIRUPATI,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"D No : 1-131CHILLAKUR (Vill)(Po)(Mandal),CHILLAKUR,CHILLAKUR,Nellore,524412",Private Un-Aided,2009
822,22192,SRI VIVEKANANDA DEGREE COLLEGE CHITTOOR,CHITTOOR,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"2-1493, OFFICERS LANE,CHITTOOR,CHITTOOR,Chittoor,517001",Private Un-Aided,2005
823,22271,"Government Degree College, Cumbum",Cumbum,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,CUMBUM,Government,2008
824,22287,VSM COLLEGE OF ENGINEERING RAMACHANDRAPURAM,RAMACHANDRAPURAM,KONASEEMA,AU,NO,COED,JNTUK,RAMACHANDRAPURAM,Private Un-Aided,2009
825,22348,DR CRR DEGREE COLLEGE SYDAPURAM,SYDAPURAM,SRI POTTI SRIRAMULU NELLORE,SVU,NO,COED,VIKRAMA SIMHAPURI UNIVERSITY,"ASSESMENT NO:677,MOLKALAPUNDLA,SYDAPURAM,Nellore,524407",Private Un-Aided,2009
826,22386,BRAMARAMBHA MALLIKARJUNA DEGREE COLLEGE PEDA DORNALA,DORNALA,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,"D.NO 70/12.K.G ROAD,PEDDA DORNALA,PRAKASHAM,DORNALA,DORNALA,Prakasam,523331",Private Un-Aided,2009
827,22469,GOUTHAM DEGREE COLLEGE  KANDULAPURAM,CUMBUM,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,3RD LANE NEHRU NAGAR KANDULAPURAM,Private Un-Aided,2005
828,22488,BVC COLLEGE OF ENGINEERING PALACHARLA RAJAHMUNDRY,RAJAHMUNDRY,EAST GODAVARI,AU,NO,COED,JNTUK,PALACHARLA V,Private Un-Aided,2009
829,22491,"Government Degree College, Yeleswaram",Yeleswaram,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,1/2/2002,Government,2009
830,22498,GEETHANJALI DEGREE COLLEGE  RAJAMPET 025,RAJAMPET,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"Galivaripalli Road,RAJAMPET,RAJAMPET,Kadapa,516115",Private Un-Aided,2009
831,22502,C GANGIREDDY DEGREE COLLEGE college code 021,RAJAMPET,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"52/1 53/1 53/1,MANNUR,RAJAMPET,Kadapa,516126",Private Un-Aided,2009
832,22532,"Model Government Degree College, Kamavarapukota",Kamavarapukota,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,KAMAVARAPUKOTA,Government,2008
833,22538,Vidyaniketan Degree College,RAMA KUPPAM,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"Plot No.19, NVG Layout, Chowdepalli Road",Private Un-Aided,2009
834,22539,SRI VENKATESWARA  DEGREE COLLEGE PUNGANUR,PUNGANUR,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"Thatimakulapalyam ROAD,PUNGANUR,PUNGANURU (RURAL),PUNGANUR,Chittoor,517425",Private Un-Aided,2014
835,22547,SRI VIDYA INSTITUTE OF MANAGEMENT STUDIES PUTTUR,PUTTUR,Chittoor,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,PUTTUR,Private Un-Aided,2009
836,22579,S.V. DEGREE COLLEGE KALAKADA,KALAKADA,ANNAMAYYA,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"1-47 MAHABOOBNAGAR KALAKADA,KALAKADA,KALAKADA,Chittoor,517236",Private Un-Aided,2009
837,22639,SATYA RAMA DEGREE COLLEGE,CHEEPURUPALLE,VIZIANAGARAM,AU,NO,COED,ANDHRA UNIVERSITY,"6-12,CHEEPURUPALLE,CHEEPURUPALLE,Vizianagaram,535128",Private Un-Aided,2008
838,22657,SRI VYSHNAVI DEGREE COLLEGE DHONE,Dhone (Urban),NANDYAL,SVU,NO,COED,RAYALASEEMA UNIVERSITY,"10-118-34-5,Kothapeta,dhone",Private Un-Aided,2009
839,22729,"Government Model Degree College, Yerragondapalem",Yerragondapalem,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,YERRAGONDAPALEM,Government,2008
840,22731,SRI RAMACHANDRA DEGREE COLLEGE JANGAREDDIGUDEM,JANGAREDDIGUDEM,ELURU,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,"10-2-92,JANGAREDDIGUDEM,JANGAREDDIGUDEM,West Godavari,534447",Private Un-Aided,2009
841,22737,SRI VIVEKANANDA DEGREE COLLEGE FOR WOMEN (AUTONOMOUS) KADAPA,Cuddapah (Urban),YSR,SVU,NO,Women,YOGI VEMANA UNIVERSITY,"Near Y Junction, Pakeer Palli Road",Private Un-Aided,2008
842,22755,SRI KAKATIYA DEGREE COLLEGE PEDAKURAPADU,PEDAKURAPADU,PALNADU,AU,NO,COED,ACHARYA NAGARJUNA UNIVERSITY,Near Sai Baba Temple PEDAKURAPADU GUNTUR- DT 522402,Private Un-Aided,2007
843,22824,SRI SRINIVASA DEGREE COLLEGE SOMALA,SOMALA,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"HIGH SCHOOL STREET, SOMALA",Private Un-Aided,2009
844,22842,SRI SAI CHAITANYA DEGREE COLLEGE GIDDALUR,GIDDALURU,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,8th wardClub RoadGiddalur,Private Un-Aided,2005
845,22849,SRI VIVEKANANDA DEGREE COLLEGE KASIMKOTA,KASIMKOTA,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,KASIMKOTA VISAKHAPATNAM,Private Un-Aided,2008
846,22878,ASR DEGREECOLLEGE PACHIKAPALLAM,VEDURU KUPPAM,CHITTOOR,SVU,NO,COED,SRI VENKATESWARA UNIVERSITY,"VIRATAPURAM VEDURUKUPPAM PACHIKAPALLAM,PACHIKAPALLEM,VEDURU KUPPAM,Chittoor,517569",Private Un-Aided,2009
847,22952,EMMANUEL DEGREE COLLEGE TAMARAM,MAKAVARAPALEM,ANAKAPALLI,AU,NO,COED,ANDHRA UNIVERSITY,"SURVEY NO-5 TAMARAM,MAKAVARAPALEMMD VISAKHAPATNAMDIST,Thamaram,MAKAVARAPALEM,Visakhapatnam,531113",Private Un-Aided,2007
848,22960,"Government Degree College, Pithapuram",Pithapuram,KAKINADA,AU,NO,COED,ADIKAVI NANNAYA UNIVERSITY,R.R.BH.R.Govt Jr Collge Campus Pithapuram,Government,2008
849,22998,"Government Degree College, Rayachoty",Rayachoti,ANNAMAYYA,SVU,NO,COED,YOGI VEMANA UNIVERSITY,"Chittor Road, Rayachoty.",Government,1978
850,22999,"SKR & SKR Government College for Women (Autonomous), Kadapa",Kadapa,YSR,SVU,NO,Women,YOGI VEMANA UNIVERSITY,"Old Bustand RoadNagarajupet, Kadapa",Government,1973
851,23002,LOYOLA DEGREE COLLEGE PULIVENDULA,Pulivendla( Urban ),YSR,SVU,MINORITY,COED,YOGI VEMANA UNIVERSITY,"Loyola Degree College(YSRR),Bhakarapuram,PULIVENDLA,Pulivendla( Urban ),Pulivendla( Urban ),Kadapa,516390",Private Aided,1979
852,23015,SSN DEGREE COLLEGE PODILI,PODILI,PRAKASAM,AU,NO,COED,ANDHRA KESARI UNIVERSITY,D.NO.9-350 VISWANADHAPURAM PODILI,Private Un-Aided,2005
